"ledger_bucket","rank","id","company","role_zh","original_role","tier","status","location_bucket","location","language_path","experience_path","experience_requirement","direction","chinese_relevant","formal","internship","score","source_score","posted_at","primary_url","all_links","status_evidence","analysis"
"madrid-excluded","33","807","TERTIO（主体待核实）","内容创作 / 平面设计专员","内容创作 / 平面设计专员","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","true","false","30","58","2026-03-05","https://xihua.es/forum.php?mod=viewthread&tid=638569","https://xihua.es/forum.php?mod=viewthread&tid=638569 | mailto:sweetpinspain@gmail.com","原帖 2026-01-20 发布，2026-03-05 再次发布并通过版主审核；要求工作居留，页面写税后 EUR1410–1600、9:00–18:00、30 天年假、8 小时社保；公司主体除“TERTIO”外未能通过公开搜索独立确认，需先核实仍在招","很贴近数字品牌延展：产品图片/短视频拍摄、精修、调色、Reels/TikTok/Shorts、产品图、Banner、社媒素材及统一品牌视觉；需 PS、AI、PR/CapCut 和作品。先用中文问“岗位是否仍空缺、日常工作语言是否可中文、公司全称和合同是否与页面一致”，得到肯定后发送电商视觉 + 社媒系列 + 短视频作品集，不先发证件。 Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","34","808","未披露雇主（需先核实）","社交媒体运营 / 视频剪辑","社交媒体运营 & 视频剪辑","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","true","false","30","54","2026-04-09","https://xihua.es/forum.php?mod=viewthread&tid=640427","https://xihua.es/forum.php?mod=viewthread&tid=640427 | mailto:jaimerwww@gmail.com","2026-04-09 发布；页面写税后 EUR1410–1600、8 小时社保，但单位名称只填“VALDEMORO”，未写公司全称、合同、工时或带薪假；约 3.5 个月未重发，必须先确认","工作包括短视频剪辑、选题创意、TikTok/Instagram 发布、热点跟踪和完播/点赞/转化复盘；不是 VI，但与社媒品牌内容延展直接相关。用中文先问公司主体、产品/行业、是否仍招、工作语言、合同与保险，再决定是否发作品集。 Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","35","796","娆ф氮 / original recruitment detail","电商内容与多平台运营","马德里电商运营助理 — 产品文案、图片与多平台运营","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","29","46","2026-04-13","https://oulang.ai/jobs/2405181","https://oulang.ai/jobs/2405181","Original Oulang detail 2405181 was opened on 2026-08-09. It remains readable and shows Madrid, 2026-04-13, EUR1,700/month and full-time. The core work is operating Amazon/Miravia/AliExpress, Spanish product copy, product-info/image uploads, labels, shipping follow-up and packing. It is an old ecommerce-operations post, not a graphic/VI vacancy; contact details are platform-gated.","Keep only as a low-priority Madrid manual alternative. Do not rank it among Barcelona visual jobs: the role requires fluent Spanish and residence, and visual work is limited to basic product-image handling. Confirm it is still hiring before paying to unlock contact details."
"madrid-excluded","36","4036","银河建工","设计师 + 平面设计 among multi","设计师 + 平面设计 among multi-role construction/decor hiring","C","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","29","76","","","","InfoHuaxin result crawled 2026-07-22 for 2026-07-16 post; roles include designer for engineering drawings, interior plans, renders and construction drawings, plus graphic designer for art, wall painting and space color matching; pay/contract/language not fully disclosed, likely Chinese+Spanish local workflow","Low-priority but not ignored: relevant only if the portfolio includes environmental graphics, wall graphics, space color systems, interior renderings or store/restaurant visual identity in physical space. Not suitable for pure digital VI, and Madrid not Barcelona. Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","37","1152","Xihua / OVELA 品牌设计","[Madrid / OVELA品牌设计 招聘 设计助理](https://xihua.es/forum.php?mod=viewthread&tid=633521), posted 2025-11-19","[Madrid / OVELA品牌设计 招聘 设计助理](https://xihua.es/forum.php?mod=viewthread&tid=633521), posted 2025-11-19","D","verify","madrid","马德里及周边","chineseCheck","junior","初级 / 实习","social","true","true","true","27","68","","https://xihua.es/forum.php?mod=viewthread&tid=633521","https://xihua.es/forum.php?mod=viewthread&tid=633521",""," Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","38","755","Xihua","电商视觉相关机会","TP-LINK Spain - independent-site operations / sales operations posts","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","27","62","","","","Xihua lists TP-LINK Spain sales operations on 2026-07-03 and independent-site operations on 2026-06-29; detail not recovered in this pass; no current design/visual role verified","Monitor rather than apply as designer. If details become available, check whether independent-site operations touches product pages, Amazon/AliExpress visuals, localized campaign banners, social content or brand assets. Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","39","779","欧浪网 / 华信分类","GETAFE 产品、品牌与营销视频拍摄/剪辑专员","GETAFE 产品、品牌与营销视频拍摄/剪辑专员","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","26","67","2026-07-22","","","2026-07-22 重新发布。职责包括公司产品、品牌及营销视频；抖音、小红书、视频号、TikTok、YouTube；脚本、分镜、拍摄、剪辑、调色、字幕、包装、音效，并使用 AI 配音、字幕、文案和特效工具。薪资面议，周一至周五 9:30–19:00，双休，一个月假期，节假日休息，全保","方向与数字品牌延展高度相关，但不在巴塞罗那。仅在你接受马德里/Getafe 或能询问远程/混合制时投递。作品集应突出产品视频、品牌宣传片、小红书/TikTok 竖屏内容、分镜和后期包装；联系时先问公司名称、薪资范围、合同、是否必须自带设备、是否接受外地候选人。 Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","40","4058","SMILE JOYAS","新媒体 / 短视频相关机会","Group recruitment with social content, display, ecommerce/new-media preferences","C","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","25","86","","","","Current Eulam page shows 2026-07-17 recommended listing; older/current InfoHuaxin mirrors show phone 614248804 / 625685723 and WeChat smilejoyas; Chinese + Spanish or English fluency appears in listed roles; salary not disclosed","One of the better 欧浪网 leads for a visual/content portfolio, despite not being titled designer. Brand is stainless-steel fashion jewelry and the copy mentions brand image, store display, online/new-media/ecommerce experience, copywriting/creative planning and social content. Ask directly whether they need a visual/content designer for product styling, Xiaohongshu/Instagram/TikTok covers, campaign visuals, ecommerce banners and catalogue/lookbook work. Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","41","4063","InfoHuaxin / 欧浪 mirror","新媒体 / 短视频相关机会","YS FAMILY market specialist","C","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","25","70","","","","Current InfoHuaxin recommended listing dated 2026-07-16; duties include brand registration, social media promotion, online/offline ads, product brochures, price lists, posters","Already tracked but reinforced by fresh search. Ask whether they need a visual/content designer for posters, product sheets, social templates and campaign visuals before sending portfolio. Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
"madrid-excluded","42","721","Xihua","新媒体岗位","中汇文具 / MAIN PAPER - design assistant, new media content ops, designer historical posts","D","verify","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","25","48","","https://www.xihua.es/forum.php?mod=viewthread&tid=554957","https://www.xihua.es/forum.php?mod=viewthread&tid=554957 | https://xihua.es/forum.php?mod=viewthread&tid=560003 | mailto:rrhh@mpapel.com","Old Xihua posts from 2021 still crawled recently; responsibilities include packaging design with Spanish designer, media-ad design, photography/headshots, simple video shooting/editing; reinforces already tracked current LinkedIn/Main Paper design route","Very worth a targeted cold email even if old: Main Paper has recurring design needs and is one of the closest Chinese-company brand/product-design routes in Spain. Pitch portfolio as packaging/product visual + campaign/social extension; ask if Spain HQ or Italy team is recruiting now. Round 508 location priority v2: Chinese-source records outside Barcelona are kept below Barcelona-local cards until local relevance is confirmed."
